Rank,Name,Category,USDC Amount (USD),% of Total
1579,Parrot Defi,Farm,3225.08,0.0000%
1580,Neutra Finance,Yield,3216.23,0.0000%
1581,AnimeSwap,Dexs,3211.16,0.0000%
1582,Swarm Markets,Dexs,3191.60,0.0000%
1583,AUX Exchange,Dexs,3183.54,0.0000%
1584,MANTRA Swap,Dexs,3169.28,0.0000%
1585,Domani Protocol,Indexes,3154.10,0.0000%
1586,Wompie,Yield,3149.86,0.0000%
1587,Penrose,Yield,3147.28,0.0000%
1588,Metavisor,Liquidity Manager,3117.27,0.0000%
1589,Echo Lending,Lending,3115.88,0.0000%
1590,GoblinGold,Yield,3115.18,0.0000%
1591,LatteSwap,Dexs,3108.29,0.0000%
1592,SwapBased Concentrated Liquidity,Dexs,3091.46,0.0000%
1593,Sui Pearl,Yield Aggregator,3089.48,0.0000%
1594,BambooDeFi,Dexs,3088.91,0.0000%
1595,Gambit Trade,Derivatives,3082.65,0.0000%
1596,Nightshade Finance,Dexs,3070.92,0.0000%
1597,Quickswap Dex,Dexs,3066.16,0.0000%
1598,Jackson Protocol,Prediction Market,3048.05,0.0000%
1599,Cronus Finance,Dexs,3041.36,0.0000%
1600,DefiPlaza,Dexs,3040.79,0.0000%
1601,Octus Bridge,Bridge,3024.93,0.0000%
1602,Retro,Dexs,3021.62,0.0000%
1603,Solidly V2,Dexs,3021.39,0.0000%
1604,GoldLink,Leveraged Farming,3015.94,0.0000%
1605,BulbaSwap V2,Dexs,3005.88,0.0000%
1606,Tokan Exchange,Dexs,2998.77,0.0000%
1607,Mycelium Perpetual Swaps,Derivatives,2996.23,0.0000%
1608,Somnex DEX,Dexs,2965.67,0.0000%
1609,Frax,Algo-Stables,2932.17,0.0000%
1610,Mercurity,Dexs,2925.11,0.0000%
1611,FVM Exchange,Dexs,2896.99,0.0000%
1612,Guale,Yield Aggregator,2890.74,0.0000%
1613,Vaultka,Yield,2883.92,0.0000%
1614,PredX Ai,Prediction Market,2867.52,0.0000%
1615,Enjoyoors,CDP,2855.45,0.0000%
1616,Mitosis,Onchain Capital Allocator,2844.96,0.0000%
1617,Oh Finance,Yield,2840.29,0.0000%
1618,Singularity Finance,Yield,2826.81,0.0000%
1619,Swipe,Dexs,2797.66,0.0000%
1620,Singular Farm,Yield,2795.58,0.0000%
1621,Astar Exchange V2,Dexs,2783.54,0.0000%
1622,Greenhouse,Dexs,2782.57,0.0000%
1623,Phoenix DEX,Dexs,2736.66,0.0000%
1624,Sense,Yield,2728.34,0.0000%
1625,Component,Dexs,2727.31,0.0000%
1626,MIND Games,Dexs,2704.62,0.0000%
1627,Clober V1,Dexs,2685.69,0.0000%
1628,Onchain Trade,Derivatives,2660.56,0.0000%
1629,StableBase,Dexs,2656.28,0.0000%
1630,Varen,Dexs,2654.83,0.0000%
1631,Tulip Protocol,Yield,2629.31,0.0000%
1632,CrowdSwap,Dexs,2627.36,0.0000%
1633,ZigZag,Dexs,2626.57,0.0000%
1634,dexVAULTS,Yield,2615.44,0.0000%
1635,Swapsicle V2,Dexs,2607.32,0.0000%
1636,Alpaca Perpetual Futures Exchange,Derivatives,2602.45,0.0000%
1637,Sperax Demeter V2,Farm,2596.94,0.0000%
1638,Annex,Lending,2595.15,0.0000%
1639,MM Stableswap Polygon,Dexs,2583.76,0.0000%
1640,Alvara,Yield Aggregator,2565.08,0.0000%
1641,Loop,Leveraged Farming,2542.29,0.0000%
1642,Ouroboros Capital,Risk Curators,2538.11,0.0000%
1643,PunkSwap,Dexs,2533.82,0.0000%
1644,Sharwa.Finance,Derivatives,2520.01,0.0000%
1645,ThorusFi,Dexs,2516.10,0.0000%
1646,Leech Protocol,Yield Aggregator,2512.51,0.0000%
1647,Sailor,Dexs,2500.53,0.0000%
1648,Predy V3,Derivatives,2461.99,0.0000%
1649,MorFi,Dexs,2444.77,0.0000%
1650,Blueprint,Dexs,2414.27,0.0000%
1651,KokomoSwap,Dexs,2410.19,0.0000%
1652,Inverse Finance Frontier,CDP,2406.50,0.0000%
1653,Persistence DEX,Dexs,2396.31,0.0000%
1654,SumSwap,Dexs,2389.51,0.0000%
1655,Yaka V2,Dexs,2388.63,0.0000%
1656,zk-Swap,Dexs,2365.11,0.0000%
1657,TEN Finance,Yield,2355.63,0.0000%
1658,SoulBound Finance,Payments,2349.90,0.0000%
1659,PolkaEx,Dexs,2345.26,0.0000%
1660,Cadabra Finance,Yield Aggregator,2342.78,0.0000%
1661,BaptSwap V2.1,Dexs,2340.99,0.0000%
1662,SeedFi Perp,Derivatives,2340.38,0.0000%
1663,Amphor,Yield,2336.13,0.0000%
1664,Green Planet,Lending,2323.94,0.0000%
1665,EigenCloud,Restaking,2321.49,0.0000%
1666,Solid Yield,Yield,2297.61,0.0000%
1667,Governor DAO,Yield,2262.67,0.0000%
1668,Abstract,Chain,2248.48,0.0000%
1669,DackieSwap V3,Dexs,2233.10,0.0000%
1670,Panoptic V1,Options,2218.92,0.0000%
1671,Athena Finance,Yield,2218.58,0.0000%
1672,KibbleSwap,Dexs,2193.04,0.0000%
1673,Ciento Exchange,Dexs,2191.22,0.0000%
1674,Satori Spots,Dexs,2180.64,0.0000%
1675,Gravis Finance,Dexs,2156.29,0.0000%
1676,YFX V4,Derivatives,2147.58,0.0000%
1677,Yapeswap,Dexs,2140.63,0.0000%
1678,Pell Network,Restaking,2140.28,0.0000%
1679,Swapsicle V1,Dexs,2139.39,0.0000%
1680,VirtuSwap,Dexs,2136.91,0.0000%
1681,SandClock,Yield,2133.08,0.0000%
1682,Unit Protocol,CDP,2129.61,0.0000%
1683,Pearl V1,Dexs,2118.82,0.0000%
1684,Lodestar V0,Lending,2115.30,0.0000%
1685,Avalon USDaLend,Lending,2113.99,0.0000%
1686,VultureSwap,Dexs,2112.87,0.0000%
1687,Huckleberry AMM,Dexs,2111.67,0.0000%
1688,TropicalSwap,Dexs,2093.51,0.0000%
1689,SwapX V2,Dexs,2086.62,0.0000%
1690,DESK CLOB,Interface,2077.13,0.0000%
1691,JewelSwap Leveraged Farming,Leveraged Farming,2068.71,0.0000%
1692,Superlend,Lending,2028.85,0.0000%
1693,CitadelSwap,Dexs,2023.13,0.0000%
1694,Parallel Protocol V2,CDP,1999.65,0.0000%
1695,xDollar,CDP,1999.59,0.0000%
1696,Polydex,Dexs,1989.55,0.0000%
1697,Embr Finance,Dexs,1980.90,0.0000%
1698,Hana Finance,Lending,1978.54,0.0000%
1699,Sharky Swap,Dexs,1976.81,0.0000%
1700,MagicFox Vaults,Yield,1965.27,0.0000%
1701,Arcade.xyz,NFT Lending,1945.08,0.0000%
1702,CALC,DCA Tools,1931.13,0.0000%
1703,LazyOtter Finance,Yield Aggregator,1912.20,0.0000%
1704,Solarflare,Dexs,1902.39,0.0000%
1705,Citrex Markets,Derivatives,1897.99,0.0000%
1706,Capybara Dexs,Dexs,1892.50,0.0000%
1707,HyperBloom,DEX Aggregator,1877.00,0.0000%
1708,Darkness,Dexs,1870.10,0.0000%
1709,Eternal Finance,Yield,1854.87,0.0000%
1710,Limitless,Derivatives,1849.01,0.0000%
1711,Silent Protocol,Privacy,1843.49,0.0000%
1712,AutoShark,Dexs,1833.18,0.0000%
1713,Platypus Finance,Dexs,1830.86,0.0000%
1714,Rooster Protocol V1,Dexs,1822.19,0.0000%
1715,Mars Perps,Derivatives,1807.88,0.0000%
1716,Elexium,Dexs,1781.51,0.0000%
1717,Nile Legacy,Dexs,1779.48,0.0000%
1718,Bao Masterchef V1,Farm,1761.33,0.0000%
1719,Elys DEX,Dexs,1750.08,0.0000%
1720,Jupiter Prediction,Interface,1749.53,0.0000%
1721,Sonne Finance,Lending,1749.52,0.0000%
1722,EagleFi,Dexs,1744.38,0.0000%
1723,Sturdy V2,Lending,1734.45,0.0000%
1724,E3,Dexs,1713.58,0.0000%
1725,DDEX,Dexs,1711.20,0.0000%
1726,Grace,Lending,1701.72,0.0000%
1727,GIBXSwap,Dexs,1692.12,0.0000%
1728,Glyph V2,Dexs,1665.72,0.0000%
1729,Aquarius Loan,Lending,1665.50,0.0000%
1730,VaultCraft,Yield,1659.00,0.0000%
1731,Gaj Finance,Yield,1657.05,0.0000%
1732,TrustSwap,Token Locker,1648.39,0.0000%
1733,Conic Finance,Yield,1627.07,0.0000%
1734,BoringDAO,Cross Chain Bridge,1616.96,0.0000%
1735,Intercroneswap,Dexs,1612.85,0.0000%
1736,Spin DOV,Options Vault,1611.52,0.0000%
1737,Ceto Swap,Dexs,1609.50,0.0000%
1738,Joule Finance,Lending,1605.75,0.0000%
1739,TsunamiX,Derivatives,1603.95,0.0000%
1740,GammaSwap Classic,Derivatives,1602.34,0.0000%
1741,Scion Finance,Yield Aggregator,1596.60,0.0000%
1742,Moonbase Alpha,Dexs,1591.65,0.0000%
1743,Paintswap on Sonic,NFT Marketplace,1590.04,0.0000%
1744,TCV Platform,Liquidity Manager,1588.24,0.0000%
1745,Lander,Lending,1574.46,0.0000%
1746,Unlockd V2,Lending,1565.99,0.0000%
1747,Cycle Finance,Yield Aggregator,1551.05,0.0000%
1748,Astaria V2,Lending,1539.23,0.0000%
1749,White Whale Dex,Dexs,1529.75,0.0000%
1750,Auragi Finance,Dexs,1522.42,0.0000%
1751,Guard-Helmet,Insurance,1507.84,0.0000%
1752,ENIBridge,Canonical Bridge,1503.77,0.0000%
1753,PandaSwap,Dexs,1499.98,0.0000%
1754,SWAPP,Dexs,1472.89,0.0000%
1755,Switcheo Finance,Dexs,1466.93,0.0000%
1756,Dinosaur Eggs,Dexs,1466.70,0.0000%
1757,BencuFi,Lending,1461.98,0.0000%
1758,Midas Capital,Lending,1454.43,0.0000%
1759,Avault,Yield Aggregator,1452.36,0.0000%
1760,SolidLizard Lending,Lending,1447.93,0.0000%
1761,Secta Finance V3,Dexs,1447.41,0.0000%
1762,Arbitrum Exchange V2,Dexs,1443.39,0.0000%
1763,Kriya Strats,Yield,1439.16,0.0000%
1764,BeamSwap Classic,Dexs,1432.17,0.0000%
1765,Ruby.Exchange Stable,Dexs,1423.41,0.0000%
1766,Mint Club V2,Launchpad,1416.16,0.0000%
1767,LiquiX,Liquidity Manager,1411.21,0.0000%
1768,Votre,Lending,1400.78,0.0000%
1769,Auctus,Options,1400.22,0.0000%
1770,Forge SX Trade,Dexs,1399.21,0.0000%
1771,Megalon,Dexs,1388.30,0.0000%
1772,AYIN,Dexs,1388.03,0.0000%
1773,Cleopatra Legacy,Dexs,1381.90,0.0000%
1774,Daytona Finance,Dexs,1378.93,0.0000%
1775,VMEX Finance,Lending,1372.98,0.0000%
1776,Chainflip Lending,Lending,1365.62,0.0000%
1777,zkEVMSwap,Dexs,1361.80,0.0000%
1778,TProtocol V1,RWA,1354.79,0.0000%
1779,Akronswap,Dexs,1348.72,0.0000%
1780,Swaap Earn,Yield,1347.50,0.0000%
1781,Secta Finance V2,Dexs,1343.89,0.0000%
1782,Bored Candy City,Dexs,1337.37,0.0000%
1783,Scribe V4,Dexs,1333.71,0.0000%
1784,Kokonut Swap,Dexs,1320.62,0.0000%
1785,Zircuit Staking,Farm,1311.25,0.0000%
1786,SpaceFi Evmos,Dexs,1308.59,0.0000%
1787,PeerMe,Services,1307.59,0.0000%
1788,Ajira Pay Finance V2,Payments,1306.88,0.0000%
1789,Interest Protocol,CDP,1288.07,0.0000%
1790,PredPred,Prediction Market,1276.79,0.0000%
1791,Lizard,Dexs,1276.49,0.0000%
1792,MachFi,Lending,1268.07,0.0000%
1793,DexFinance ETF,Yield,1265.85,0.0000%
1794,3xcalibur,Dexs,1263.70,0.0000%
1795,zkFinance,Lending,1261.58,0.0000%
1796,SteakHut Liquidity,Liquidity Manager,1259.69,0.0000%
1797,DarkCrypto,Algo-Stables,1237.03,0.0000%
1798,Hermes V2,Yield,1234.21,0.0000%
1799,Goblins AMM,Dexs,1233.65,0.0000%
1800,DarkAuto,Yield Aggregator,1232.11,0.0000%
1801,Roketo,Payments,1228.70,0.0000%
1802,DBX Finance,Dexs,1224.59,0.0000%
1803,Zebra V1,Dexs,1224.32,0.0000%
1804,Polaris Finance,Dexs,1223.73,0.0000%
1805,LogX V1,Derivatives,1205.87,0.0000%
1806,Veplus,Dexs,1197.61,0.0000%
1807,OctoSwap CL,Dexs,1186.28,0.0000%
1808,Shibance,Dexs,1184.96,0.0000%
1809,OraiDEX Pool V3,Dexs,1178.20,0.0000%
1810,Omni Exchange V3,Dexs,1159.43,0.0000%
1811,CantoSwap,Dexs,1156.93,0.0000%
1812,Kodo Exchange,Dexs,1151.69,0.0000%
1813,XUSD Money,Algo-Stables,1147.50,0.0000%
1814,RobiniaSwap,Dexs,1141.51,0.0000%
1815,HurricaneSwap,Dexs,1141.41,0.0000%
1816,Parity DEX CL,Dexs,1140.25,0.0000%
1817,Renec Lend,Lending,1130.43,0.0000%
1818,Ruscet,Derivatives,1115.43,0.0000%
1819,Hemi,Canonical Bridge,1110.80,0.0000%
1820,MM Stableswap,Dexs,1104.16,0.0000%
1821,World Chain,Canonical Bridge,1096.92,0.0000%
1822,Pit Finance,Yield Aggregator,1094.53,0.0000%
1823,FunBeast,Dexs,1090.43,0.0000%
1824,Shroomy Protocol Lending,Lending,1087.79,0.0000%
1825,Moret,Options Vault,1078.77,0.0000%
1826,HiveSwap V2,Dexs,1072.64,0.0000%
1827,Geyser,Yield,1070.41,0.0000%
1828,Cronofi Finance,Yield,1070.33,0.0000%
1829,Coinscope,Token Locker,1063.49,0.0000%
1830,Quarry,Yield,1060.73,0.0000%
1831,RSK Bridge,Canonical Bridge,1060.30,0.0000%
1832,Versa Finance,Dexs,1057.13,0.0000%
1833,Alto,CDP,1050.72,0.0000%
1834,SeedFi AMM,Dexs,1047.39,0.0000%
1835,Lendle Pooled Markets,Lending,1046.43,0.0000%
1836,Illuminate,Lending,1046.01,0.0000%
1837,Sushi Furo,Payments,1035.65,0.0000%
1838,Trava Finance,Lending,1030.67,0.0000%
1839,MM Finance Arbitrum,Dexs,1026.08,0.0000%
1840,IcecreamSwap V2,Dexs,1022.08,0.0000%
1841,EmpireDEX,Dexs,1012.85,0.0000%
1842,1Swap,Dexs,1008.72,0.0000%
1843,A51 Finance V3,Liquidity Manager,995.75,0.0000%
1844,Margined Protocol,Derivatives,991.84,0.0000%
1845,StellaSwap V3,Dexs,986.03,0.0000%
1846,CreamSwap,Dexs,984.69,0.0000%
1847,Convergence,Dexs,981.99,0.0000%
1848,Bunni v1,Liquidity Manager,979.52,0.0000%
1849,Goose Finance,Farm,957.56,0.0000%
1850,SakePerp,Dexs,956.85,0.0000%
1851,ASPE Labs,Yield,951.10,0.0000%
1852,Meridian Lend,Lending,949.11,0.0000%
1853,Pinot V3,Dexs,947.72,0.0000%
1854,BetMode,Luck Games,945.14,0.0000%
1855,Eris Protocol,Liquid Staking,942.77,0.0000%
1856,GND Protocol,Yield,936.09,0.0000%
1857,MonoLend,Lending,931.73,0.0000%
1858,Calculus,AI Agents,927.95,0.0000%
1859,Metropolis AMM,Dexs,927.73,0.0000%
1860,BabySwap,Dexs,924.38,0.0000%
1861,stash.fun,Onchain Capital Allocator,915.56,0.0000%
1862,Soswap,Dexs,909.78,0.0000%
1863,Divvy.Bet,Prediction Market,909.24,0.0000%
1864,Swap.io CLMM,Dexs,893.58,0.0000%
1865,PacificSwap V2,Dexs,889.88,0.0000%
1866,JustMoney,Dexs,880.21,0.0000%
1867,Arctic,Dexs,873.53,0.0000%
1868,MacaronSwap,Dexs,863.24,0.0000%
1869,Pulsar Money,Payments,862.64,0.0000%
1870,Pear DAO,Services,860.48,0.0000%
1871,Spectra V1,Yield Aggregator,851.83,0.0000%
1872,Solayer USD,RWA,848.66,0.0000%
1873,Tower DEX,Dexs,846.77,0.0000%
1874,REYIELD Finance,Liquidity Manager,843.92,0.0000%
1875,Symmetric,Dexs,843.33,0.0000%
1876,Waterfall DEX,Dexs,840.00,0.0000%
1877,ETHA Lend,Yield,825.45,0.0000%
1878,WigoSwap,Dexs,820.09,0.0000%
1879,Aurelius,CDP,817.81,0.0000%
1880,Ancora Finance,Dexs,808.32,0.0000%
1881,Surge,Lending,807.56,0.0000%
1882,INU FAIR,Dexs,801.23,0.0000%
1883,Clever Protocol,Dexs,786.85,0.0000%
1884,Shezmu,CDP,785.18,0.0000%
1885,Unlimited Network,Derivatives,772.32,0.0000%
1886,Precog Market,Prediction Market,761.39,0.0000%
1887,Polyquail,Yield,758.63,0.0000%
1888,ZKX,Derivatives,754.47,0.0000%
1889,SageBet,Prediction Market,749.57,0.0000%
1890,Macaron StableSwap,Dexs,746.58,0.0000%
1891,Waterfall BSC,Yield,744.42,0.0000%
1892,ModeSwap,Dexs,742.90,0.0000%
1893,SmolSwap,Dexs,742.65,0.0000%
1894,Dradex,Dexs,738.54,0.0000%
1895,Panoptic V1.1,Options,735.25,0.0000%
1896,Chedda Finance,Lending,730.55,0.0000%
1897,Autoearn Finance,Yield Aggregator,723.94,0.0000%
1898,ZKasino,Prediction Market,719.23,0.0000%
1899,Magik Farm,Yield Aggregator,717.61,0.0000%
1900,Melegaswap,Dexs,717.06,0.0000%
1901,Vector Finance,Yield,714.35,0.0000%
1902,Nexion Vaults,Yield,698.84,0.0000%
1903,Bank of Chain,Yield Aggregator,696.56,0.0000%
1904,ChirpFinance,Farm,693.26,0.0000%
1905,Frost Finance,Yield,691.83,0.0000%
1906,IcecreamSwap V3,Dexs,684.50,0.0000%
1907,BlueMove DEX,Dexs,680.89,0.0000%
1908,OasisSwap,Dexs,679.63,0.0000%
1909,Ammos Finance,Dexs,678.39,0.0000%
1910,Alien Base StableSwap,Dexs,676.60,0.0000%
1911,OliveDAO,Yield,674.81,0.0000%
1912,Biconomy.com,CEX,671.93,0.0000%
1913,Sonic Market OrderBook,Dexs,671.21,0.0000%
1914,Wombex Finance,Yield,670.95,0.0000%
1915,BrewSwap,Dexs,665.25,0.0000%
1916,SynStation,Prediction Market,664.46,0.0000%
1917,BlackBird Finance,Yield,664.07,0.0000%
1918,Venuswap,Dexs,662.97,0.0000%
1919,PurpsExchange,Dexs,659.29,0.0000%
1920,Rigoblock,Onchain Capital Allocator,658.22,0.0000%
1921,OnyxDAO,Farm,657.60,0.0000%
1922,Atlantis,Dexs,653.57,0.0000%
1923,Impermax V3,Lending,648.08,0.0000%
1924,Gambit Financial,Derivatives,634.85,0.0000%
1925,Level,CDP,633.68,0.0000%
1926,WhaleSwap,Dexs,629.20,0.0000%
1927,Metapoly,Lending,620.70,0.0000%
1928,ModeMax Perps,Derivatives,620.11,0.0000%
1929,OK-BITOK Vault,Yield,615.50,0.0000%
1930,Sculptor Finance,Lending,614.98,0.0000%
1931,Rain.fi,Lending,614.54,0.0000%
1932,Latoken,CEX,611.07,0.0000%
1933,Graphene by Velocimeter,Dexs,598.17,0.0000%
1934,Papyrus Swap,Dexs,595.97,0.0000%
1935,Ura Dex,Dexs,594.11,0.0000%
1936,Sparkswap,Farm,590.98,0.0000%
1937,Cove Boosties,Yield Aggregator,590.04,0.0000%
1938,Subunit,RWA,584.64,0.0000%
1939,Genesis Finance,Dexs,581.37,0.0000%
1940,PolyCub,Yield,578.27,0.0000%
1941,Hodlify,Yield Aggregator,576.04,0.0000%
1942,PantherSwap,Dexs,574.99,0.0000%
1943,Mesher,Lending,570.64,0.0000%
1944,Syrup Finance,Derivatives,569.13,0.0000%
1945,Z Protocol DEX,Dexs,560.62,0.0000%
1946,DTX Dex V3,Dexs,558.95,0.0000%
1947,CroSwap,Dexs,558.46,0.0000%
1948,Minerva,Derivatives,557.25,0.0000%
1949,Obric,Dexs,551.73,0.0000%
1950,ZyberSwap Stableswap,Dexs,543.37,0.0000%
1951,SOBAX,Derivatives,539.90,0.0000%
1952,Rari Chain,Canonical Bridge,538.02,0.0000%
1953,Velocimeter V2,Dexs,537.99,0.0000%
1954,NOVIS,Yield,535.51,0.0000%
1955,Pangolin V3,Dexs,527.98,0.0000%
1956,Fountain Protocol,Lending,527.30,0.0000%
1957,Koala Defi,Farm,526.65,0.0000%
1958,Canary,Dexs,526.56,0.0000%
1959,firefly,Dexs,524.65,0.0000%
1960,Mauve,Dexs,523.56,0.0000%
1961,2xSwap,Derivatives,517.65,0.0000%
1962,HopSwap,Dexs,517.37,0.0000%
1963,Vee Finance,Lending,513.64,0.0000%
1964,Sui Rewards Me,Launchpad,510.26,0.0000%
1965,Nuri Legacy,Dexs,508.26,0.0000%
1966,StormSwap,Yield,507.61,0.0000%
1967,BullionFX,Dexs,503.38,0.0000%
1968,Neptune Protocol,CDP,499.95,0.0000%
1969,DDDX,Dexs,496.87,0.0000%
1970,Super DCA,DCA Tools,495.08,0.0000%
1971,AquaLoan,Lending,492.71,0.0000%
1972,NxFi Protocol,Lending,490.68,0.0000%
1973,Nord Finance,Yield Aggregator,487.99,0.0000%
1974,Holdr,Dexs,478.50,0.0000%
1975,Archly V2,Dexs,472.36,0.0000%
1976,D8X,Derivatives,468.73,0.0000%
1977,AirPuff,Leveraged Farming,466.01,0.0000%
1978,Squid Stake,Yield,465.26,0.0000%
1979,AGS Finance,Dexs,462.20,0.0000%
1980,Coffee Dex,Dexs,458.84,0.0000%
1981,AmpleSwap,Dexs,456.18,0.0000%
1982,Yaka V3,Dexs,450.71,0.0000%
1983,PartySwap,Dexs,444.74,0.0000%
1984,DaikoDEX,Dexs,443.38,0.0000%
1985,SharkSwap DEX,Dexs,437.66,0.0000%
1986,Mozaic,Yield,435.48,0.0000%
1987,Voltage AMM,Dexs,433.42,0.0000%
1988,ENZO Finance,Lending,432.26,0.0000%
1989,CairoFi,Dexs,428.16,0.0000%
1990,SynthEx,Synthetics,427.72,0.0000%
1991,DyorSwap AMM,Dexs,423.30,0.0000%
1992,BitSwap,Cross Chain Bridge,417.78,0.0000%
1993,Starfish Finance,Dexs,414.08,0.0000%
1994,Merchant Moe DEX,Dexs,411.43,0.0000%
1995,Farm Hero,Gaming,410.34,0.0000%
1996,Synthetify,Synthetics,408.66,0.0000%
1997,MantaSwap,Dexs,405.76,0.0000%
1998,Thirdfy,Dexs,399.58,0.0000%
1999,A51 Finance V2,Liquidity Manager,398.75,0.0000%
2000,ShibaSwap V2,Dexs,398.53,0.0000%
2001,SimpleDEX,Dexs,394.46,0.0000%
2002,Rezerve Money,Reserve Currency,393.78,0.0000%
2003,Yumiswap,Dexs,392.56,0.0000%
2004,Cropper CLMM,Dexs,387.50,0.0000%
2005,Tranchess Yield,Yield,383.83,0.0000%
2006,Ethervista,Dexs,383.20,0.0000%
2007,CrescentSwap,Dexs,381.82,0.0000%
2008,SenpaiSwap,Reserve Currency,380.83,0.0000%
2009,Narwhal Finance,Derivatives,380.10,0.0000%
2010,SWFT,Bridge,378.31,0.0000%
2011,Amaterasu Finance,Dexs,377.23,0.0000%
2012,Sanctuary,Dexs,376.84,0.0000%
2013,KryptoDex,Dexs,376.57,0.0000%
2014,WarpGate,Dexs,371.86,0.0000%
2015,AuraSwap,Dexs,369.50,0.0000%
2016,Aeria,Options Vault,365.10,0.0000%
2017,SandySwap,Dexs,358.18,0.0000%
2018,UNO farm,Yield Aggregator,357.74,0.0000%
2019,Spoon Exchange,Dexs,357.49,0.0000%
2020,MahaLend,Lending,355.45,0.0000%
2021,Covo V2,Derivatives,355.14,0.0000%
2022,BOB CDP,CDP,354.99,0.0000%
2023,SwapMode V3,Dexs,352.43,0.0000%
2024,PureSwap,Dexs,348.13,0.0000%
2025,ShadowSwap,Dexs,347.76,0.0000%
2026,Multiplier,Lending,347.19,0.0000%
2027,AlienFi,Dexs,342.99,0.0000%
2028,DTX Dex,Dexs,342.15,0.0000%
2029,Stratum Exchange,Dexs,340.24,0.0000%
2030,Velocore V2,Dexs,336.42,0.0000%
2031,BeamSwap V3,Dexs,334.95,0.0000%
2032,Defx,Derivatives,332.01,0.0000%
2033,OrbitalSwap,Dexs,329.80,0.0000%
2034,Nexion Lending,Lending,327.01,0.0000%
2035,Peridot,Lending,325.57,0.0000%
2036,Diamondswap,Dexs,320.55,0.0000%
2037,Apollon,Synthetics,319.56,0.0000%
2038,LayerAkira,Dexs,319.54,0.0000%
2039,Glacier Exchange V2,Dexs,318.69,0.0000%
2040,Crust V2,Dexs,316.68,0.0000%
2041,The Seed Farm,Yield,315.26,0.0000%
2042,Upheaval V3,Dexs,313.82,0.0000%
2043,Fibonacci Dex,Dexs,313.49,0.0000%
2044,TangleSwap,Dexs,313.24,0.0000%
2045,Yield AI,AI Agents,311.63,0.0000%
2046,Contrax Finance,Yield,311.58,0.0000%
2047,KnightSwap Finance,Dexs,310.27,0.0000%
2048,Zino Finance,Yield Aggregator,309.39,0.0000%
2049,Hamburger Finance,Dexs,308.11,0.0000%
2050,Grave Finance,Algo-Stables,307.75,0.0000%
2051,POISON FINANCE,Synthetics,307.57,0.0000%
2052,LeonicornSwap,Dexs,306.39,0.0000%
2053,Rhino.fi,Bridge,304.70,0.0000%
2054,Galador,Dexs,303.47,0.0000%
2055,Macaron AMM,Dexs,299.09,0.0000%
2056,STON.fi,Dexs,297.63,0.0000%
2057,Unilend V1,Lending,296.71,0.0000%
2058,MantleSwap,Dexs,296.60,0.0000%
2059,DeepLock,Launchpad,292.25,0.0000%
2060,dexSWAP,Dexs,292.14,0.0000%
2061,OCP Finance,Lending,288.48,0.0000%
2062,Sphynx,Dexs,286.22,0.0000%
2063,Palmy Finance,Lending,285.99,0.0000%
2064,Muuu Finance,Yield,283.89,0.0000%
2065,Sorare Bridge,Canonical Bridge,283.18,0.0000%
2066,Loanshark Core,Lending,282.98,0.0000%
2067,Tulip,Algo-Stables,282.09,0.0000%
2068,Salty.IO,Dexs,281.53,0.0000%
2069,Veax CLMM,Dexs,280.94,0.0000%
2070,Spartan,Dexs,279.00,0.0000%
2071,Magma Finance ALMM,Dexs,277.50,0.0000%
2072,Double,Yield,277.05,0.0000%
2073,Swapline V1,Dexs,271.40,0.0000%
2074,BaseX Finance,Dexs,268.51,0.0000%
2075,SilverSwap,Dexs,268.45,0.0000%
2076,KoffeeSwap,Dexs,267.70,0.0000%
2077,FusionX V2,Dexs,267.68,0.0000%
2078,zkEra Finance,Derivatives,266.06,0.0000%
2079,UdonFi Lending,Lending,265.91,0.0000%
2080,PonySwap,Dexs,264.48,0.0000%
2081,Archly V1,Dexs,263.59,0.0000%
2082,zkSwap Era,Dexs,262.28,0.0000%
2083,InVar Finance,RWA,261.96,0.0000%
2084,CavalRe,Dexs,261.56,0.0000%
2085,L2X.pro,Dexs,261.27,0.0000%
2086,SpaceWhale,Derivatives,260.44,0.0000%
2087,Return Finance,Yield Aggregator,258.15,0.0000%
2088,Standard Protocol Mode,Dexs,255.60,0.0000%
2089,BXH,Dexs,249.53,0.0000%
2090,Cleopatra CL,Dexs,249.37,0.0000%
2091,3A DAO,CDP,241.56,0.0000%
2092,Whitehole Finance,Lending,240.50,0.0000%
2093,LFGSwap XLayer,Dexs,240.10,0.0000%
2094,Yoshi Exchange,Dexs,237.85,0.0000%
2095,ChainPort,Bridge,237.25,0.0000%
2096,Velocimeter V1,Dexs,235.53,0.0000%
2097,Beluga Protocol,Dexs,231.06,0.0000%
2098,Notional V3,Lending,229.62,0.0000%
2099,KaiaSwap,Dexs,227.88,0.0000%
2100,Henjin DEX,Dexs,226.77,0.0000%
2101,Swaprum,Dexs,224.49,0.0000%
2102,The Grand Banks,Yield,223.06,0.0000%
2103,LuxsFi,Yield Aggregator,221.92,0.0000%
2104,Bagels Finance,Yield,220.34,0.0000%
2105,MobiusDEX,Dexs,218.63,0.0000%
2106,Rebalance Finance,Lending,217.20,0.0000%
2107,Elys Earn,Lending,216.96,0.0000%
2108,Tonpound,Lending,212.23,0.0000%
2109,Bumper Finance,Options,210.85,0.0000%
2110,Common,Privacy,210.27,0.0000%
